6/1/20_DISCRETE,5/31/20_DISCRETE,UID,Key,6/2/20,6/3/20
0.0,0.0,84020009.0,"Barton, Kansas, US",1.0,1.0
0.0,0.0,84020011.0,"Bourbon, Kansas, US",1.0,1.0
0.0,0.0,84020013.0,"Brown, Kansas, US",0.0,0.0
0.0,0.0,84020015.0,"Butler, Kansas, US",0.0,0.0
0.0,0.0,84020017.0,"Chase, Kansas, US",0.0,0.0
0.0,0.0,84020019.0,"Chautauqua, Kansas, US",0.0,0.0
0.0,0.0,84020021.0,"Cherokee, Kansas, US",0.0,0.0
0.0,0.0,84020023.0,"Cheyenne, Kansas, US",0.0,0.0
0.0,0.0,84020025.0,"Clark, Kansas, US",1.0,1.0
0.0,0.0,84020027.0,"Clay, Kansas, US",2.0,2.0
0.0,0.0,84020029.0,"Cloud, Kansas, US",0.0,0.0
1.0,1.0,84020031.0,"Coffey, Kansas, US",8.0,8.0
0.0,0.0,84020033.0,"Comanche, Kansas, US",0.0,0.0
0.0,0.0,84020035.0,"Cowley, Kansas, US",1.0,1.0
0.0,0.0,84020037.0,"Crawford, Kansas, US",1.0,1.0
0.0,0.0,84020039.0,"Decatur, Kansas, US",0.0,0.0
0.0,0.0,84020041.0,"Dickinson, Kansas, US",0.0,0.0
0.0,0.0,84020043.0,"Doniphan, Kansas, US",0.0,0.0
0.0,0.0,84020045.0,"Douglas, Kansas, US",0.0,0.0
0.0,0.0,84020047.0,"Edwards, Kansas, US",0.0,0.0
0.0,0.0,84020049.0,"Elk, Kansas, US",0.0,0.0
0.0,0.0,84020051.0,"Ellis, Kansas, US",0.0,0.0
0.0,0.0,84020053.0,"Ellsworth, Kansas, US",0.0,0.0
1.0,1.0,84020055.0,"Finney, Kansas, US",10.0,10.0
1.0,1.0,84020057.0,"Ford, Kansas, US",8.0,8.0
0.0,0.0,84020059.0,"Franklin, Kansas, US",0.0,0.0
0.0,0.0,84020061.0,"Geary, Kansas, US",0.0,1.0
0.0,0.0,84020063.0,"Gove, Kansas, US",0.0,0.0
0.0,0.0,84020065.0,"Graham, Kansas, US",0.0,0.0
0.0,0.0,84020067.0,"Grant, Kansas, US",0.0,1.0
0.0,0.0,84020069.0,"Gray, Kansas, US",0.0,0.0
0.0,0.0,84020071.0,"Greeley, Kansas, US",0.0,0.0
0.0,0.0,84020073.0,"Greenwood, Kansas, US",0.0,0.0
0.0,0.0,84020075.0,"Hamilton, Kansas, US",0.0,0.0
0.0,0.0,84020077.0,"Harper, Kansas, US",0.0,0.0
0.0,0.0,84020079.0,"Harvey, Kansas, US",0.0,0.0
0.0,0.0,84020081.0,"Haskell, Kansas, US",0.0,0.0
0.0,0.0,84020083.0,"Hodgeman, Kansas, US",0.0,0.0
0.0,0.0,84020085.0,"Jackson, Kansas, US",1.0,1.0
0.0,0.0,84020087.0,"Jefferson, Kansas, US",0.0,0.0
0.0,0.0,84020089.0,"Jewell, Kansas, US",0.0,0.0
11.0,11.0,84020091.0,"Johnson, Kansas, US",66.0,66.0
0.0,0.0,84020093.0,"Kearny, Kansas, US",1.0,1.0
0.0,0.0,84020095.0,"Kingman, Kansas, US",0.0,0.0
0.0,0.0,84020097.0,"Kiowa, Kansas, US",0.0,0.0
0.0,0.0,84020099.0,"Labette, Kansas, US",0.0,0.0
0.0,0.0,84020101.0,"Lane, Kansas, US",0.0,0.0
1.0,1.0,84020103.0,"Leavenworth, Kansas, US",7.0,7.0
0.0,0.0,84020105.0,"Lincoln, Kansas, US",0.0,0.0
0.0,0.0,84020107.0,"Linn, Kansas, US",0.0,0.0
0.0,0.0,84020109.0,"Logan, Kansas, US",0.0,0.0
0.0,0.0,84020111.0,"Lyon, Kansas, US",3.0,5.0
0.0,0.0,84020113.0,"McPherson, Kansas, US",0.0,0.0
0.0,0.0,84020115.0,"Marion, Kansas, US",1.0,1.0
0.0,0.0,84020117.0,"Marshall, Kansas, US",0.0,0.0
0.0,0.0,84020119.0,"Meade, Kansas, US",0.0,0.0
0.0,0.0,84020121.0,"Miami, Kansas, US",0.0,0.0
0.0,0.0,84020123.0,"Mitchell, Kansas, US",0.0,0.0
0.0,0.0,84020125.0,"Montgomery, Kansas, US",2.0,2.0
0.0,0.0,84020127.0,"Morris, Kansas, US",0.0,0.0
0.0,0.0,84020129.0,"Morton, Kansas, US",0.0,0.0
0.0,0.0,84020131.0,"Nemaha, Kansas, US",0.0,0.0
0.0,0.0,84020133.0,"Neosho, Kansas, US",0.0,0.0
0.0,0.0,84020135.0,"Ness, Kansas, US",0.0,0.0
0.0,0.0,84020137.0,"Norton, Kansas, US",0.0,0.0
0.0,0.0,84020139.0,"Osage, Kansas, US",0.0,0.0
0.0,0.0,84020141.0,"Osborne, Kansas, US",0.0,0.0
0.0,0.0,84020143.0,"Ottawa, Kansas, US",0.0,0.0
0.0,0.0,84020145.0,"Pawnee, Kansas, US",0.0,0.0
0.0,0.0,84020147.0,"Phillips, Kansas, US",0.0,0.0
0.0,0.0,84020149.0,"Pottawatomie, Kansas, US",0.0,0.0
0.0,0.0,84020151.0,"Pratt, Kansas, US",0.0,0.0
0.0,0.0,84020153.0,"Rawlins, Kansas, US",0.0,0.0
0.0,0.0,84020155.0,"Reno, Kansas, US",0.0,0.0
0.0,0.0,84020157.0,"Republic, Kansas, US",0.0,0.0
0.0,0.0,84020159.0,"Rice, Kansas, US",0.0,0.0
0.0,0.0,84020161.0,"Riley, Kansas, US",1.0,1.0
0.0,0.0,84020163.0,"Rooks, Kansas, US",0.0,0.0
0.0,0.0,84020165.0,"Rush, Kansas, US",0.0,0.0
0.0,0.0,84020167.0,"Russell, Kansas, US",0.0,0.0
0.0,0.0,84020169.0,"Saline, Kansas, US",2.0,2.0
0.0,0.0,84020171.0,"Scott, Kansas, US",0.0,0.0
3.0,3.0,84020173.0,"Sedgwick, Kansas, US",21.0,21.0
0.0,0.0,84020175.0,"Seward, Kansas, US",2.0,2.0
1.0,1.0,84020177.0,"Shawnee, Kansas, US",7.0,7.0
0.0,0.0,84020179.0,"Sheridan, Kansas, US",0.0,0.0
0.0,0.0,84020181.0,"Sherman, Kansas, US",0.0,0.0
0.0,0.0,84020183.0,"Smith, Kansas, US",0.0,0.0
0.0,0.0,84020185.0,"Stafford, Kansas, US",0.0,0.0
0.0,0.0,84020187.0,"Stanton, Kansas, US",0.0,0.0
0.0,0.0,84020189.0,"Stevens, Kansas, US",0.0,0.0
0.0,0.0,84020191.0,"Sumner, Kansas, US",1.0,1.0
0.0,0.0,84020193.0,"Thomas, Kansas, US",0.0,0.0
0.0,0.0,84020195.0,"Trego, Kansas, US",0.0,0.0
0.0,0.0,84020197.0,"Wabaunsee, Kansas, US",0.0,0.0
0.0,0.0,84020199.0,"Wallace, Kansas, US",0.0,0.0
0.0,0.0,84020201.0,"Washington, Kansas, US",0.0,0.0
0.0,0.0,84020203.0,"Wichita, Kansas, US",0.0,0.0
0.0,0.0,84020205.0,"Wilson, Kansas, US",0.0,0.0
0.0,0.0,84020207.0,"Woodson, Kansas, US",0.0,0.0
13.0,13.0,84020209.0,"Wyandotte, Kansas, US",74.0,74.0
3.0,3.0,84021001.0,"Adair, Kentucky, US",19.0,19.0
0.0,0.0,84021003.0,"Allen, Kentucky, US",3.0,3.0
0.0,0.0,84021005.0,"Anderson, Kentucky, US",1.0,1.0
0.0,0.0,84021007.0,"Ballard, Kentucky, US",0.0,0.0
0.0,0.0,84021009.0,"Barren, Kentucky, US",1.0,1.0
0.0,0.0,84021011.0,"Bath, Kentucky, US",1.0,1.0
0.0,0.0,84021013.0,"Bell, Kentucky, US",0.0,0.0
3.0,3.0,84021015.0,"Boone, Kentucky, US",17.0,17.0
0.0,0.0,84021017.0,"Bourbon, Kentucky, US",1.0,1.0
0.0,0.0,84021019.0,"Boyd, Kentucky, US",3.0,3.0
0.0,0.0,84021021.0,"Boyle, Kentucky, US",0.0,0.0
0.0,0.0,84021023.0,"Bracken, Kentucky, US",0.0,0.0
0.0,0.0,84021025.0,"Breathitt, Kentucky, US",0.0,0.0
0.0,0.0,84021027.0,"Breckinridge, Kentucky, US",2.0,2.0
0.0,0.0,84021029.0,"Bullitt, Kentucky, US",4.0,4.0
2.0,2.0,84021031.0,"Butler, Kentucky, US",13.0,13.0
0.0,0.0,84021033.0,"Caldwell, Kentucky, US",0.0,0.0
0.0,0.0,84021035.0,"Calloway, Kentucky, US",1.0,1.0
2.0,2.0,84021037.0,"Campbell, Kentucky, US",12.0,12.0
0.0,0.0,84021039.0,"Carlisle, Kentucky, US",1.0,1.0
0.0,0.0,84021041.0,"Carroll, Kentucky, US",0.0,0.0
0.0,0.0,84021043.0,"Carter, Kentucky, US",0.0,0.0
0.0,0.0,84021045.0,"Casey, Kentucky, US",0.0,0.0
0.0,0.0,84021047.0,"Christian, Kentucky, US",3.0,3.0
0.0,0.0,84021049.0,"Clark, Kentucky, US",0.0,0.0
0.0,0.0,84021051.0,"Clay, Kentucky, US",1.0,1.0
0.0,0.0,84021053.0,"Clinton, Kentucky, US",0.0,0.0
0.0,0.0,84021055.0,"Crittenden, Kentucky, US",1.0,1.0
0.0,0.0,84021057.0,"Cumberland, Kentucky, US",0.0,0.0
1.0,1.0,84021059.0,"Daviess, Kentucky, US",6.0,6.0
1.0,1.0,84021061.0,"Edmonson, Kentucky, US",9.0,11.0
0.0,0.0,84021063.0,"Elliott, Kentucky, US",0.0,0.0
0.0,0.0,84021065.0,"Estill, Kentucky, US",0.0,0.0
2.0,2.0,84021067.0,"Fayette, Kentucky, US",13.0,13.0
0.0,0.0,84021069.0,"Fleming, Kentucky, US",0.0,0.0
0.0,0.0,84021071.0,"Floyd, Kentucky, US",0.0,0.0
0.0,0.0,84021073.0,"Franklin, Kentucky, US",0.0,0.0
0.0,0.0,84021075.0,"Fulton, Kentucky, US",0.0,0.0
0.0,0.0,84021077.0,"Gallatin, Kentucky, US",4.0,5.0
0.0,0.0,84021079.0,"Garrard, Kentucky, US",0.0,0.0
0.0,0.0,84021081.0,"Grant, Kentucky, US",4.0,4.0
3.0,3.0,84021083.0,"Graves, Kentucky, US",19.0,19.0
1.0,1.0,84021085.0,"Grayson, Kentucky, US",9.0,9.0
0.0,0.0,84021087.0,"Green, Kentucky, US",0.0,0.0
0.0,0.0,84021089.0,"Greenup, Kentucky, US",0.0,0.0
0.0,0.0,84021091.0,"Hancock, Kentucky, US",0.0,0.0
0.0,0.0,84021093.0,"Hardin, Kentucky, US",2.0,2.0
0.0,0.0,84021095.0,"Harlan, Kentucky, US",0.0,0.0
0.0,0.0,84021097.0,"Harrison, Kentucky, US",0.0,0.0
0.0,0.0,84021099.0,"Hart, Kentucky, US",0.0,0.0
0.0,0.0,84021101.0,"Henderson, Kentucky, US",3.0,3.0
0.0,0.0,84021103.0,"Henry, Kentucky, US",0.0,0.0
0.0,0.0,84021105.0,"Hickman, Kentucky, US",0.0,0.0
5.0,5.0,84021107.0,"Hopkins, Kentucky, US",30.0,31.0
2.0,2.0,84021109.0,"Jackson, Kentucky, US",13.0,13.0
28.0,28.0,84021111.0,"Jefferson, Kentucky, US",157.0,160.0
0.0,0.0,84021113.0,"Jessamine, Kentucky, US",0.0,0.0
0.0,0.0,84021115.0,"Johnson, Kentucky, US",0.0,0.0
6.0,6.0,84021117.0,"Kenton, Kentucky, US",34.0,34.0
0.0,0.0,84021119.0,"Knott, Kentucky, US",0.0,0.0
0.0,0.0,84021121.0,"Knox, Kentucky, US",0.0,0.0
0.0,0.0,84021123.0,"Larue, Kentucky, US",0.0,0.0
0.0,0.0,84021125.0,"Laurel, Kentucky, US",2.0,2.0
0.0,0.0,84021127.0,"Lawrence, Kentucky, US",0.0,0.0
0.0,0.0,84021129.0,"Lee, Kentucky, US",0.0,0.0
0.0,0.0,84021131.0,"Leslie, Kentucky, US",0.0,0.0
0.0,0.0,84021133.0,"Letcher, Kentucky, US",0.0,0.0
0.0,0.0,84021135.0,"Lewis, Kentucky, US",0.0,0.0
0.0,0.0,84021137.0,"Lincoln, Kentucky, US",1.0,1.0
0.0,0.0,84021139.0,"Livingston, Kentucky, US",0.0,0.0
0.0,0.0,84021141.0,"Logan, Kentucky, US",4.0,4.0
0.0,0.0,84021143.0,"Lyon, Kentucky, US",3.0,3.0
0.0,0.0,84021145.0,"McCracken, Kentucky, US",2.0,2.0
0.0,0.0,84021147.0,"McCreary, Kentucky, US",0.0,0.0
0.0,0.0,84021149.0,"McLean, Kentucky, US",1.0,1.0
0.0,0.0,84021151.0,"Madison, Kentucky, US",1.0,1.0
0.0,0.0,84021153.0,"Magoffin, Kentucky, US",0.0,0.0
0.0,0.0,84021155.0,"Marion, Kentucky, US",0.0,0.0
0.0,0.0,84021157.0,"Marshall, Kentucky, US",2.0,2.0
0.0,0.0,84021159.0,"Martin, Kentucky, US",0.0,0.0
0.0,0.0,84021161.0,"Mason, Kentucky, US",0.0,0.0
0.0,0.0,84021163.0,"Meade, Kentucky, US",2.0,2.0
0.0,0.0,84021165.0,"Menifee, Kentucky, US",0.0,0.0
0.0,0.0,84021167.0,"Mercer, Kentucky, US",0.0,0.0
0.0,0.0,84021169.0,"Metcalfe, Kentucky, US",1.0,1.0
0.0,0.0,84021171.0,"Monroe, Kentucky, US",0.0,0.0
0.0,0.0,84021173.0,"Montgomery, Kentucky, US",0.0,0.0
0.0,0.0,84021175.0,"Morgan, Kentucky, US",0.0,0.0
1.0,1.0,84021177.0,"Muhlenberg, Kentucky, US",8.0,8.0
0.0,0.0,84021179.0,"Nelson, Kentucky, US",1.0,1.0
0.0,0.0,84021181.0,"Nicholas, Kentucky, US",0.0,0.0
0.0,0.0,84021183.0,"Ohio, Kentucky, US",0.0,0.0
0.0,0.0,84021185.0,"Oldham, Kentucky, US",5.0,5.0
0.0,0.0,84021187.0,"Owen, Kentucky, US",0.0,0.0
0.0,0.0,84021189.0,"Owsley, Kentucky, US",0.0,0.0
0.0,0.0,84021191.0,"Pendleton, Kentucky, US",0.0,0.0
0.0,0.0,84021193.0,"Perry, Kentucky, US",0.0,0.0
0.0,0.0,84021195.0,"Pike, Kentucky, US",2.0,2.0
0.0,0.0,84021197.0,"Powell, Kentucky, US",0.0,0.0
0.0,0.0,84021199.0,"Pulaski, Kentucky, US",2.0,2.0
0.0,0.0,84021201.0,"Robertson, Kentucky, US",0.0,0.0
0.0,0.0,84021203.0,"Rockcastle, Kentucky, US",0.0,0.0
0.0,0.0,84021205.0,"Rowan, Kentucky, US",0.0,0.0
0.0,0.0,84021207.0,"Russell, Kentucky, US",4.0,4.0
0.0,0.0,84021209.0,"Scott, Kentucky, US",0.0,0.0
0.0,0.0,84021211.0,"Shelby, Kentucky, US",4.0,5.0
0.0,0.0,84021213.0,"Simpson, Kentucky, US",3.0,3.0
0.0,0.0,84021215.0,"Spencer, Kentucky, US",0.0,0.0
0.0,0.0,84021217.0,"Taylor, Kentucky, US",1.0,1.0
0.0,0.0,84021219.0,"Todd, Kentucky, US",0.0,0.0
0.0,0.0,84021221.0,"Trigg, Kentucky, US",0.0,0.0
0.0,0.0,84021223.0,"Trimble, Kentucky, US",0.0,0.0
0.0,0.0,84021225.0,"Union, Kentucky, US",0.0,0.0
1.0,1.0,84021227.0,"Warren, Kentucky, US",6.0,6.0
0.0,0.0,84021229.0,"Washington, Kentucky, US",0.0,0.0
0.0,0.0,84021231.0,"Wayne, Kentucky, US",0.0,0.0
0.0,0.0,84021233.0,"Webster, Kentucky, US",0.0,0.0
0.0,0.0,84021235.0,"Whitley, Kentucky, US",0.0,0.0
0.0,0.0,84021237.0,"Wolfe, Kentucky, US",0.0,0.0
0.0,0.0,84021239.0,"Woodford, Kentucky, US",0.0,0.0
4.0,4.0,84022001.0,"Acadia, Louisiana, US",24.0,26.0
1.0,1.0,84022003.0,"Allen, Louisiana, US",10.0,10.0
10.0,10.0,84022005.0,"Ascension, Louisiana, US",56.0,57.0
2.0,2.0,84022007.0,"Assumption, Louisiana, US",14.0,14.0
1.0,1.0,84022009.0,"Avoyelles, Louisiana, US",9.0,9.0
0.0,0.0,84022011.0,"Beauregard, Louisiana, US",4.0,4.0
4.0,4.0,84022013.0,"Bienville, Louisiana, US",23.0,23.0
4.0,4.0,84022015.0,"Bossier, Louisiana, US",26.0,25.0
34.0,34.0,84022017.0,"Caddo, Louisiana, US",190.0,198.0
9.0,9.0,84022019.0,"Calcasieu, Louisiana, US",49.0,49.0
0.0,0.0,84022021.0,"Caldwell, Louisiana, US",0.0,0.0
0.0,0.0,84022023.0,"Cameron, Louisiana, US",0.0,0.0
0.0,0.0,84022025.0,"Catahoula, Louisiana, US",3.0,3.0
1.0,1.0,84022027.0,"Claiborne, Louisiana, US",10.0,10.0
0.0,0.0,84022029.0,"Concordia, Louisiana, US",5.0,5.0
3.0,3.0,84022031.0,"De Soto, Louisiana, US",17.0,17.0
44.0,44.0,84022033.0,"East Baton Rouge, Louisiana, US",240.0,242.0
0.0,0.0,84022035.0,"East Carroll, Louisiana, US",0.0,0.0
5.0,5.0,84022037.0,"East Feliciana, Louisiana, US",30.0,30.0
0.0,0.0,84022039.0,"Evangeline, Louisiana, US",1.0,1.0
1.0,1.0,84022041.0,"Franklin, Louisiana, US",10.0,12.0
0.0,0.0,84022043.0,"Grant, Louisiana, US",1.0,1.0
7.0,7.0,84022045.0,"Iberia, Louisiana, US",38.0,38.0
7.0,7.0,84022047.0,"Iberville, Louisiana, US",41.0,42.0
2.0,2.0,84022049.0,"Jackson, Louisiana, US",15.0,15.0
83.0,83.0,84022051.0,"Jefferson, Louisiana, US",453.0,454.0
1.0,1.0,84022053.0,"Jefferson Davis, Louisiana, US",7.0,7.0
4.0,4.0,84022055.0,"Lafayette, Louisiana, US",27.0,27.0
13.0,13.0,84022057.0,"Lafourche, Louisiana, US",72.0,72.0
0.0,0.0,84022059.0,"LaSalle,Louisiana,US",1.0,0.0
2.0,2.0,84022061.0,"Lincoln, Louisiana, US",14.0,16.0
5.0,5.0,84022063.0,"Livingston, Louisiana, US",30.0,31.0
0.0,0.0,84022065.0,"Madison, Louisiana, US",2.0,2.0
0.0,0.0,84022067.0,"Morehouse, Louisiana, US",5.0,5.0
2.0,2.0,84022069.0,"Natchitoches, Louisiana, US",13.0,13.0
93.0,94.0,84022071.0,"Orleans, Louisiana, US",506.0,509.0
7.0,7.0,84022073.0,"Ouachita, Louisiana, US",44.0,48.0
3.0,3.0,84022075.0,"Plaquemines, Louisiana, US",17.0,17.0
4.0,4.0,84022077.0,"Pointe Coupee, Louisiana, US",25.0,25.0
5.0,4.0,84022079.0,"Rapides, Louisiana, US",31.0,33.0
1.0,1.0,84022081.0,"Red River, Louisiana, US",7.0,7.0
0.0,0.0,84022083.0,"Richland, Louisiana, US",3.0,3.0
0.0,0.0,84022085.0,"Sabine, Louisiana, US",0.0,0.0
4.0,4.0,84022087.0,"St. Bernard, Louisiana, US",22.0,22.0
8.0,8.0,84022089.0,"St. Charles, Louisiana, US",45.0,45.0
0.0,0.0,84022091.0,"St. Helena, Louisiana, US",1.0,1.0
4.0,4.0,84022093.0,"St. James, Louisiana, US",27.0,27.0
14.0,14.0,84022095.0,"St. John the Baptist, Louisiana, US",82.0,82.0
9.0,10.0,84022097.0,"St. Landry, Louisiana, US",54.0,54.0
4.0,4.0,84022099.0,"St. Martin, Louisiana, US",23.0,23.0
5.0,5.0,84022101.0,"St. Mary, Louisiana, US",31.0,32.0
29.0,29.0,84022103.0,"St. Tammany, Louisiana, US",159.0,162.0
6.0,6.0,84022105.0,"Tangipahoa, Louisiana, US",37.0,39.0
0.0,0.0,84022107.0,"Tensas, Louisiana, US",0.0,0.0
9.0,9.0,84022109.0,"Terrebonne, Louisiana, US",54.0,55.0
3.0,3.0,84022111.0,"Union, Louisiana, US",19.0,19.0
0.0,0.0,84022113.0,"Vermilion, Louisiana, US",3.0,3.0
0.0,0.0,84022115.0,"Vernon, Louisiana, US",3.0,3.0
7.0,7.0,84022117.0,"Washington, Louisiana, US",38.0,39.0
1.0,1.0,84022119.0,"Webster, Louisiana, US",7.0,7.0
5.0,5.0,84022121.0,"West Baton Rouge, Louisiana, US",31.0,31.0
0.0,0.0,84022123.0,"West Carroll, Louisiana, US",0.0,0.0
2.0,2.0,84022125.0,"West Feliciana, Louisiana, US",13.0,13.0
0.0,0.0,84022127.0,"Winn, Louisiana, US",2.0,2.0
0.0,0.0,84023001.0,"Androscoggin, Maine, US",2.0,2.0
0.0,0.0,84023003.0,"Aroostook, Maine, US",1.0,1.0
9.0,9.0,84023005.0,"Cumberland, Maine, US",54.0,54.0
0.0,0.0,84023007.0,"Franklin, Maine, US",1.0,1.0
0.0,0.0,84023009.0,"Hancock, Maine, US",1.0,1.0
1.0,1.0,84023011.0,"Kennebec, Maine, US",9.0,9.0
0.0,0.0,84023013.0,"Knox, Maine, US",0.0,1.0
0.0,0.0,84023015.0,"Lincoln, Maine, US",0.0,0.0
0.0,0.0,84023017.0,"Oxford, Maine, US",0.0,0.0
0.0,0.0,84023019.0,"Penobscot, Maine, US",2.0,2.0
0.0,0.0,84023021.0,"Piscataquis, Maine, US",0.0,0.0
0.0,0.0,84023023.0,"Sagadahoc, Maine, US",0.0,0.0
0.0,0.0,84023025.0,"Somerset, Maine, US",0.0,0.0
2.0,2.0,84023027.0,"Waldo, Maine, US",14.0,14.0
0.0,0.0,84023029.0,"Washington, Maine, US",0.0,0.0
1.0,1.0,84023031.0,"York, Maine, US",10.0,10.0
3.0,3.0,84024001.0,"Allegany, Maryland, US",17.0,17.0
32.0,32.0,84024003.0,"Anne Arundel, Maryland, US",178.0,178.0
64.0,63.0,84024005.0,"Baltimore, Maryland, US",358.0,366.0
3.0,3.0,84024009.0,"Calvert, Maryland, US",18.0,20.0
0.0,0.0,84024011.0,"Caroline, Maryland, US",1.0,1.0
17.0,16.0,84024013.0,"Carroll, Maryland, US",93.0,96.0
4.0,4.0,84024015.0,"Cecil, Maryland, US",24.0,24.0
13.0,13.0,84024017.0,"Charles, Maryland, US",73.0,75.0
0.0,0.0,84024019.0,"Dorchester, Maryland, US",3.0,3.0
19.0,19.0,84024021.0,"Frederick, Maryland, US",107.0,109.0
0.0,0.0,84024023.0,"Garrett, Maryland, US",0.0,0.0
9.0,9.0,84024025.0,"Harford, Maryland, US",51.0,51.0
11.0,10.0,84024027.0,"Howard, Maryland, US",61.0,61.0
3.0,3.0,84024029.0,"Kent, Maryland, US",19.0,19.0
114.0,113.0,84024031.0,"Montgomery, Maryland, US",624.0,633.0
100.0,100.0,84024033.0,"Prince George's, Maryland, US",552.0,565.0
2.0,2.0,84024035.0,"Queen Anne's, Maryland, US",12.0,12.0
4.0,4.0,84024037.0,"St. Mary's, Maryland, US",24.0,27.0
0.0,0.0,84024039.0,"Somerset, Maryland, US",3.0,3.0
0.0,0.0,84024041.0,"Talbot, Maryland, US",3.0,3.0
2.0,2.0,84024043.0,"Washington, Maryland, US",15.0,16.0
5.0,5.0,84024045.0,"Wicomico, Maryland, US",30.0,30.0
2.0,2.0,84024047.0,"Worcester, Maryland, US",13.0,13.0
48.0,47.0,84024510.0,"Baltimore City, Maryland, US",263.0,266.0
21.0,21.0,84025001.0,"Barnstable, Massachusetts, US",118.0,121.0
7.0,7.0,84025003.0,"Berkshire, Massachusetts, US",40.0,40.0
79.0,76.0,84025005.0,"Bristol, Massachusetts, US",435.0,441.0
0.0,0.0,84025007.0,"Dukes, Massachusetts, US",0.0,0.0
179.0,171.0,84025009.0,"Essex, Massachusetts, US",971.0,979.0
8.0,8.0,84025011.0,"Franklin, Massachusetts, US",47.0,47.0
111.0,107.0,84025013.0,"Hampden, Massachusetts, US",603.0,608.0
16.0,16.0,84025015.0,"Hampshire, Massachusetts, US",90.0,93.0
305.0,299.0,84025017.0,"Middlesex, Massachusetts, US",1663.0,1676.0
0.0,0.0,84025019.0,"Nantucket, Massachusetts, US",0.0,0.0
155.0,152.0,84025021.0,"Norfolk, Massachusetts, US",845.0,850.0
104.0,102.0,84025023.0,"Plymouth, Massachusetts, US",568.0,572.0
165.0,161.0,84025025.0,"Suffolk, Massachusetts, US",902.0,908.0
144.0,142.0,84025027.0,"Worcester, Massachusetts, US",790.0,804.0
0.0,0.0,84026001.0,"Alcona, Michigan, US",1.0,1.0
0.0,0.0,84026003.0,"Alger, Michigan, US",0.0,0.0
1.0,1.0,84026005.0,"Allegan, Michigan, US",6.0,6.0
1.0,1.0,84026007.0,"Alpena, Michigan, US",9.0,9.0
0.0,0.0,84026009.0,"Antrim, Michigan, US",0.0,0.0
0.0,0.0,84026011.0,"Arenac, Michigan, US",1.0,1.0
0.0,0.0,84026013.0,"Baraga, Michigan, US",0.0,0.0
0.0,0.0,84026015.0,"Barry, Michigan, US",2.0,2.0
4.0,4.0,84026017.0,"Bay, Michigan, US",25.0,25.0
0.0,0.0,84026019.0,"Benzie, Michigan, US",0.0,0.0
9.0,9.0,84026021.0,"Berrien, Michigan, US",53.0,53.0
0.0,0.0,84026023.0,"Branch, Michigan, US",2.0,2.0
4.0,4.0,84026025.0,"Calhoun, Michigan, US",24.0,24.0
0.0,0.0,84026027.0,"Cass, Michigan, US",3.0,3.0
0.0,0.0,84026029.0,"Charlevoix, Michigan, US",1.0,1.0
0.0,0.0,84026031.0,"Cheboygan, Michigan, US",1.0,1.0
0.0,0.0,84026033.0,"Chippewa, Michigan, US",0.0,0.0
0.0,0.0,84026035.0,"Clare, Michigan, US",2.0,2.0
2.0,2.0,84026037.0,"Clinton, Michigan, US",11.0,11.0
0.0,0.0,84026039.0,"Crawford, Michigan, US",5.0,5.0
0.0,0.0,84026041.0,"Delta, Michigan, US",2.0,2.0
0.0,0.0,84026043.0,"Dickinson, Michigan, US",2.0,2.0
1.0,1.0,84026045.0,"Eaton, Michigan, US",6.0,6.0
0.0,0.0,84026047.0,"Emmet, Michigan, US",2.0,2.0
51.0,51.0,84026049.0,"Genesee, Michigan, US",277.0,277.0
0.0,0.0,84026051.0,"Gladwin, Michigan, US",1.0,1.0
0.0,0.0,84026053.0,"Gogebic, Michigan, US",1.0,1.0
0.0,0.0,84026055.0,"Grand Traverse, Michigan, US",5.0,5.0
2.0,1.0,84026057.0,"Gratiot, Michigan, US",11.0,11.0
4.0,4.0,84026059.0,"Hillsdale, Michigan, US",24.0,24.0
0.0,0.0,84026061.0,"Houghton, Michigan, US",0.0,0.0
0.0,0.0,84026063.0,"Huron, Michigan, US",1.0,1.0
4.0,4.0,84026065.0,"Ingham, Michigan, US",27.0,27.0
0.0,0.0,84026067.0,"Ionia, Michigan, US",4.0,4.0
1.0,1.0,84026069.0,"Iosco, Michigan, US",9.0,9.0
0.0,0.0,84026071.0,"Iron, Michigan, US",0.0,0.0
1.0,1.0,84026073.0,"Isabella, Michigan, US",7.0,7.0
5.0,5.0,84026075.0,"Jackson, Michigan, US",29.0,29.0
10.0,10.0,84026077.0,"Kalamazoo, Michigan, US",59.0,59.0
0.0,0.0,84026079.0,"Kalkaska, Michigan, US",2.0,2.0
16.0,15.0,84026081.0,"Kent, Michigan, US",94.0,94.0
0.0,0.0,84026083.0,"Keweenaw, Michigan, US",0.0,0.0
0.0,0.0,84026085.0,"Lake, Michigan, US",0.0,0.0
5.0,5.0,84026087.0,"Lapeer, Michigan, US",31.0,31.0
0.0,0.0,84026089.0,"Leelanau, Michigan, US",0.0,0.0
0.0,0.0,84026091.0,"Lenawee, Michigan, US",4.0,4.0
4.0,5.0,84026093.0,"Livingston, Michigan, US",27.0,27.0
0.0,0.0,84026095.0,"Luce, Michigan, US",0.0,0.0
0.0,0.0,84026097.0,"Mackinac, Michigan, US",0.0,0.0
157.0,156.0,84026099.0,"Macomb, Michigan, US",855.0,864.0
0.0,0.0,84026101.0,"Manistee, Michigan, US",1.0,1.0
2.0,2.0,84026103.0,"Marquette, Michigan, US",12.0,11.0
